example_id,split,agreement_tier,dup_group
fpb:9d39a450016cf1f8,train,75,fpb:9d39a450016cf1f8
fpb:9d3ea1d17769ec3a,train,75,fpb:9d3ea1d17769ec3a
fpb:9d3fdefe655988c3,test,50,fpb:9d3fdefe655988c3
fpb:9d896fa062606c43,train,all,fpb:9d896fa062606c43
fpb:9d8f9c8a8ba7fe0b,test,66,fpb:9d8f9c8a8ba7fe0b
fpb:9d931b7e63e7c49e,train,66,fpb:9d931b7e63e7c49e
fpb:9d96e49f2d31d2cb,dev,66,fpb:9d96e49f2d31d2cb
fpb:9da6d05c24903e44,train,75,fpb:9da6d05c24903e44
fpb:9db7f934774ee762,train,all,fpb:9db7f934774ee762
fpb:9db8f737f4da351d,train,66,fpb:9db8f737f4da351d
fpb:9dbf58903d8ae8e2,train,all,fpb:9dbf58903d8ae8e2
fpb:9dc96b813b02d827,train,all,fpb:9dc96b813b02d827
fpb:9dd042f9bc6aa523,train,all,fpb:9dd042f9bc6aa523
fpb:9ddcf330c6977eb2,dev,75,fpb:9ddcf330c6977eb2
fpb:9de258723cdcc407,train,50,fpb:9de258723cdcc407
fpb:9e09f30dd3f891fc,train,all,fpb:9e09f30dd3f891fc
fpb:9e25514d91cd207d,dev,all,fpb:9e25514d91cd207d
fpb:9e37a8801c010a7b,dev,all,fpb:9e37a8801c010a7b
fpb:9e3b98d40b2e6718,train,all,fpb:9e3b98d40b2e6718
fpb:9e4182d6519af959,train,all,fpb:9e4182d6519af959
fpb:9e525c0a97ddfcf5,train,75,fpb:9e525c0a97ddfcf5
fpb:9e5393118f5b47c5,train,66,fpb:9e5393118f5b47c5
fpb:9e618e1a54a92226,train,all,fpb:9e618e1a54a92226
fpb:9e641dc4f87a95a7,train,75,fpb:9e641dc4f87a95a7
fpb:9e65912a3892979f,test,all,fpb:9e65912a3892979f
fpb:9e6b799af96056b3,train,all,fpb:9e6b799af96056b3
fpb:9e6c2cfd086faf35,train,66,fpb:9e6c2cfd086faf35
fpb:9e9c44d9a50b6b91,train,all,fpb:9e9c44d9a50b6b91
fpb:9ea5471863beb441,dev,50,fpb:9ea5471863beb441
fpb:9edc8761e6c6822b,train,all,fpb:9edc8761e6c6822b
fpb:9ede6c4f1fbe7c66,train,50,fpb:9ede6c4f1fbe7c66
fpb:9ee16cf52376cec4,train,all,fpb:9ee16cf52376cec4
fpb:9eea5290aa747eff,train,all,fpb:9eea5290aa747eff
fpb:9eedf1df6d573d60,train,all,fpb:9eedf1df6d573d60
fpb:9efca4c5f36bb655,train,all,fpb:9efca4c5f36bb655
fpb:9f057e81ac6e819b,dev,all,fpb:9f057e81ac6e819b
fpb:9f0d1ecde914e804,train,all,fpb:9f0d1ecde914e804
fpb:9f0fbc72148c818e,dev,66,fpb:9f0fbc72148c818e
fpb:9f10cd4061a34d3d,train,66,fpb:9f10cd4061a34d3d
fpb:9f1a9dd5d2a0fd1d,train,all,fpb:9f1a9dd5d2a0fd1d
fpb:9f1bd10d07629908,train,75,fpb:9f1bd10d07629908
fpb:9f38d1d59b6cc528,train,all,fpb:9f38d1d59b6cc528
fpb:9f47167a4e4cdd29,train,all,fpb:9f47167a4e4cdd29
fpb:9f4d92f3f4d98d65,test,all,fpb:9f4d92f3f4d98d65
fpb:9f62e5027fb13ee7,train,all,fpb:9f62e5027fb13ee7
fpb:9f672a99957e1d81,train,75,fpb:9f672a99957e1d81
fpb:9f7580388aceb078,test,all,fpb:9f7580388aceb078
fpb:9f9503069fc486ad,train,all,fpb:9f9503069fc486ad
fpb:9f9b0fcadc55e2cd,train,all,fpb:9f9b0fcadc55e2cd
fpb:9fc6950318b0bf8b,dev,75,fpb:9fc6950318b0bf8b
fpb:9fdfab87104443c9,dev,75,fpb:9fdfab87104443c9
fpb:9fe303434950bcb7,train,all,fpb:9fe303434950bcb7
fpb:9fe318e5973d7f3b,train,66,fpb:9fe318e5973d7f3b
fpb:9fe9beede54b14de,train,75,fpb:9fe9beede54b14de
fpb:9fed759a4711fbd9,test,all,fpb:9fed759a4711fbd9
fpb:9feef56008b97a29,test,all,fpb:9feef56008b97a29
fpb:a000aa9d883d31ed,test,all,fpb:a000aa9d883d31ed
fpb:a01226d16d268fee,train,66,fpb:a01226d16d268fee
fpb:a034559a2414419b,train,66,fpb:a034559a2414419b
fpb:a05468e91dadb689,train,all,fpb:a05468e91dadb689
fpb:a0571861de1395ae,train,all,fpb:a0571861de1395ae
fpb:a065f2825dd70b49,train,50,fpb:a065f2825dd70b49
fpb:a0693ab600af9824,train,all,fpb:a0693ab600af9824
fpb:a074de2414fcd2be,test,all,fpb:1fdd2f56437e7520
fpb:a07b5c3ef2a8fea6,train,all,fpb:a07b5c3ef2a8fea6
fpb:a07f09d463de49be,train,66,fpb:a07f09d463de49be
fpb:a09a84547a5200f0,train,75,fpb:a09a84547a5200f0
fpb:a0c82f3e444bc7d7,train,all,fpb:a0c82f3e444bc7d7
fpb:a0e0f1a638754a79,train,75,fpb:a0e0f1a638754a79
fpb:a0e3068faa65bfd6,train,75,fpb:a0e3068faa65bfd6
fpb:a0ec1d01d244dbc4,train,75,fpb:a0ec1d01d244dbc4
fpb:a0fc79b4b1ef658d,train,75,fpb:a0fc79b4b1ef658d
fpb:a1024e8f5ff6caf0,train,all,fpb:a1024e8f5ff6caf0
fpb:a11a510693793e05,train,all,fpb:a11a510693793e05
fpb:a11c48764431e4ff,test,75,fpb:a11c48764431e4ff
fpb:a11f3b2295c67cdc,dev,50,fpb:a11f3b2295c67cdc
fpb:a13c2c42404ea7f7,test,all,fpb:a13c2c42404ea7f7
fpb:a141312a6137db82,train,50,fpb:a141312a6137db82
fpb:a148ffc42a77e224,train,all,fpb:a148ffc42a77e224
fpb:a157872dc63bf5ea,train,75,fpb:a157872dc63bf5ea
fpb:a15a2fbb61e8328a,train,all,fpb:a15a2fbb61e8328a
fpb:a1a635f28a08b549,train,all,fpb:a1a635f28a08b549
fpb:a1b10d2b6ea5d6e7,train,all,fpb:a1b10d2b6ea5d6e7
fpb:a1b8ee2a178cc0a3,train,all,fpb:a1b8ee2a178cc0a3
fpb:a1cb412654db4f32,test,all,fpb:a1cb412654db4f32
fpb:a1d18762e1aabc95,train,75,fpb:a1d18762e1aabc95
fpb:a1d312eee5c74d34,test,all,fpb:a1d312eee5c74d34
fpb:a1eb0c718fc1c152,dev,50,fpb:a1eb0c718fc1c152
fpb:a1f212abf756324f,train,50,fpb:a1f212abf756324f
fpb:a2099583d6096d65,test,75,fpb:a2099583d6096d65
fpb:a232cf149a283130,train,all,fpb:a232cf149a283130
fpb:a240c6649a474e58,train,75,fpb:a240c6649a474e58
fpb:a25578c426a873f8,train,75,fpb:a25578c426a873f8
fpb:a26282cbb0a00502,train,all,fpb:a26282cbb0a00502
fpb:a267972d47a0873b,train,all,fpb:a267972d47a0873b
fpb:a26de15669622819,train,all,fpb:a26de15669622819
fpb:a27758accca07fef,test,all,fpb:a27758accca07fef
fpb:a278ec6010de25c4,train,66,fpb:a278ec6010de25c4
fpb:a27e119504e6e63e,dev,75,fpb:a27e119504e6e63e
fpb:a2895a8f0e3860f1,train,66,fpb:a2895a8f0e3860f1
fpb:a2bc99bbd9e5c5e0,test,all,fpb:a2bc99bbd9e5c5e0
fpb:a2d15a4f02fed268,train,all,fpb:a2d15a4f02fed268
fpb:a2d44c9366c3883d,train,75,fpb:a2d44c9366c3883d
fpb:a2e607911b30c8f1,train,all,fpb:a2e607911b30c8f1
fpb:a2fb22fe8f2bba33,train,all,fpb:a2fb22fe8f2bba33
fpb:a2fbc885dfc4ee69,train,all,fpb:a2fbc885dfc4ee69
fpb:a306641c261d23ae,dev,75,fpb:a306641c261d23ae
fpb:a30f9f46ee9680e4,train,all,fpb:a30f9f46ee9680e4
fpb:a310c8986e1928f0,train,all,fpb:a310c8986e1928f0
fpb:a344e8bb2546e88f,train,all,fpb:a344e8bb2546e88f
fpb:a34c261754419642,train,all,fpb:a34c261754419642
fpb:a35d643b04d2bceb,test,66,fpb:a35d643b04d2bceb
fpb:a3671f71fbab3a84,dev,all,fpb:a3671f71fbab3a84
fpb:a36737b952530140,train,all,fpb:a36737b952530140
fpb:a3694505a59d4e44,train,66,fpb:a3694505a59d4e44
fpb:a36d2ce3a01d2bb6,dev,all,fpb:a36d2ce3a01d2bb6
fpb:a37d288d14116e90,train,50,fpb:a37d288d14116e90
fpb:a38215e20d94ea67,train,66,fpb:a38215e20d94ea67
fpb:a387d5a85d975b1c,train,66,fpb:2c1b963eba59c2b5
fpb:a3896a8a6f71d128,test,all,fpb:a3896a8a6f71d128
fpb:a398f0c0885c4a51,test,75,fpb:a398f0c0885c4a51
fpb:a3a3241fc716a128,dev,66,fpb:a3a3241fc716a128
fpb:a3b729f5ceabc3d2,train,all,fpb:a3b729f5ceabc3d2
fpb:a3dff7c10dc6a3f6,train,all,fpb:a3dff7c10dc6a3f6
fpb:a3e24b16af3c16ee,train,75,fpb:a3e24b16af3c16ee
fpb:a402360d06a3f72b,train,75,fpb:a402360d06a3f72b
fpb:a40a5033d5535d2f,train,75,fpb:a40a5033d5535d2f
fpb:a4143972632f868b,train,all,fpb:a4143972632f868b
fpb:a41db6cbbadf518c,train,75,fpb:a41db6cbbadf518c
fpb:a436e7e899a9f5df,test,all,fpb:a436e7e899a9f5df
fpb:a45de02a9626c93d,train,75,fpb:a45de02a9626c93d
fpb:a462f364111b06f2,train,50,fpb:a462f364111b06f2
fpb:a46707f8ff5f83d0,test,all,fpb:a46707f8ff5f83d0
fpb:a467b1633cb32974,train,all,fpb:a467b1633cb32974
fpb:a469af8b005bd103,test,all,fpb:a469af8b005bd103
fpb:a46a5c3c508e84e1,train,all,fpb:a46a5c3c508e84e1
fpb:a47f62964363fe20,train,all,fpb:a47f62964363fe20
fpb:a47faf19df8e3b79,dev,66,fpb:a47faf19df8e3b79
fpb:a4926472a4f12ed3,train,all,fpb:a4926472a4f12ed3
fpb:a4939c3ef76a7f14,train,all,fpb:a4939c3ef76a7f14
fpb:a49d1bc12f6e6ff1,test,75,fpb:a49d1bc12f6e6ff1
fpb:a4b77249fe25f8f8,test,all,fpb:a4b77249fe25f8f8
fpb:a4bc6488de999eb7,train,75,fpb:a4bc6488de999eb7
fpb:a4bd8e51b60984ec,test,75,fpb:a4bd8e51b60984ec
fpb:a4dac5328b89d20c,train,all,fpb:a4dac5328b89d20c
fpb:a4efef015b213b01,train,all,fpb:a4efef015b213b01
fpb:a4fe565416315748,test,50,fpb:a4fe565416315748
fpb:a51274607b6ebd2e,train,all,fpb:a51274607b6ebd2e
fpb:a513db619beffc51,train,50,fpb:a513db619beffc51
fpb:a51ba5111103ace7,train,66,fpb:a51ba5111103ace7
fpb:a5214aa1c9bf8df9,test,75,fpb:a5214aa1c9bf8df9
fpb:a527c12953812325,train,75,fpb:a527c12953812325
fpb:a532d5a55cf56e3a,train,50,fpb:a532d5a55cf56e3a
fpb:a5339e1766102abf,train,50,fpb:a5339e1766102abf
fpb:a53b14e54c01f933,train,all,fpb:a53b14e54c01f933
fpb:a53b24183e3f8479,test,all,fpb:a53b24183e3f8479
fpb:a55fc1cd6ec1dc29,dev,50,fpb:a55fc1cd6ec1dc29
fpb:a577122ea6ca54f5,train,75,fpb:a577122ea6ca54f5
fpb:a57ba8fbfafd53dd,train,50,fpb:a57ba8fbfafd53dd
fpb:a57be3c968846509,train,75,fpb:a57be3c968846509
fpb:a58119dd2aa9ceeb,train,all,fpb:a58119dd2aa9ceeb
fpb:a582da2a82f49671,train,75,fpb:a582da2a82f49671
fpb:a586131bdcfa0a12,train,all,fpb:a586131bdcfa0a12
fpb:a597f36583ae843d,test,50,fpb:a597f36583ae843d
fpb:a5989301d459b09b,test,75,fpb:a5989301d459b09b
fpb:a5bfec4a564631ea,train,75,fpb:a5bfec4a564631ea
fpb:a5cc78750b52c560,train,66,fpb:a5cc78750b52c560
fpb:a5ee34b911484708,train,all,fpb:a5ee34b911484708
fpb:a609c703438eafe0,train,all,fpb:a609c703438eafe0
fpb:a60b32ec536e92db,train,all,fpb:a60b32ec536e92db
fpb:a62a9140d322f45c,train,66,fpb:a62a9140d322f45c
fpb:a63f807a24e50674,test,75,fpb:a63f807a24e50674
fpb:a6664bef3a0bceae,test,all,fpb:a6664bef3a0bceae
fpb:a6775c9dfad17967,train,all,fpb:a6775c9dfad17967
fpb:a67bc0676bed37ed,train,75,fpb:a67bc0676bed37ed
fpb:a67e943695e3cdf8,train,all,fpb:a67e943695e3cdf8
fpb:a692818aecc8e57b,train,66,fpb:a692818aecc8e57b
fpb:a6940bfa8f6c47b8,train,75,fpb:a6940bfa8f6c47b8
fpb:a6a64d6a2a7b241c,train,all,fpb:a6a64d6a2a7b241c
fpb:a6a9d4b1c6d3d105,test,66,fpb:a6a9d4b1c6d3d105
fpb:a6adfccd0282ab1b,train,50,fpb:a6adfccd0282ab1b
fpb:a6c2b19c21c848dd,train,75,fpb:a6c2b19c21c848dd
fpb:a6ddb6349c3774b1,train,50,fpb:a6ddb6349c3774b1
fpb:a715f540b525236a,train,50,fpb:a715f540b525236a
fpb:a71dda4c9497a6ad,train,all,fpb:a71dda4c9497a6ad
fpb:a71e62d0a168ca16,train,75,fpb:058c37e563aa1c11
fpb:a737b08e6689394b,dev,75,fpb:a737b08e6689394b
fpb:a739a37270ec235a,train,all,fpb:a739a37270ec235a
fpb:a740a36b60d551bb,test,all,fpb:a740a36b60d551bb
fpb:a74db8cc5886cb5d,train,75,fpb:a74db8cc5886cb5d
fpb:a74ef0149550ea79,train,50,fpb:318668ef20b17ed8
fpb:a75007c4c95e2409,train,all,fpb:a75007c4c95e2409
fpb:a757b2c91b2c575c,train,75,fpb:a757b2c91b2c575c
fpb:a75b0d6b7c63e700,test,all,fpb:a75b0d6b7c63e700
fpb:a7748dd523bb3e10,train,66,fpb:a7748dd523bb3e10
fpb:a779a54f4302d9eb,train,all,fpb:a779a54f4302d9eb
fpb:a79bc04cee6df039,train,all,fpb:a79bc04cee6df039
fpb:a7b062f03a86afca,train,66,fpb:a7b062f03a86afca
fpb:a7b86fcab02fef0a,train,all,fpb:a7b86fcab02fef0a
fpb:a7c43a51994f5979,train,all,fpb:a7c43a51994f5979
fpb:a7cef6f3e7f705d9,dev,all,fpb:a7cef6f3e7f705d9
fpb:a7d1a98a310dc439,test,66,fpb:a7d1a98a310dc439
fpb:a7e28e79084b4d32,train,all,fpb:a7e28e79084b4d32
fpb:a7e761884528f066,dev,75,fpb:a7e761884528f066
fpb:a7e8217036a3e1fc,train,75,fpb:a7e8217036a3e1fc
fpb:a7f56d6ad5cb5f72,dev,50,fpb:a7f56d6ad5cb5f72
fpb:a800b0dbd116d643,train,all,fpb:a800b0dbd116d643
fpb:a8169324947b3680,train,50,fpb:a8169324947b3680
fpb:a81c448f62aa4d3f,train,75,fpb:a81c448f62aa4d3f
fpb:a823f03c441211dd,train,all,fpb:a823f03c441211dd
fpb:a82612a764d85ca5,train,75,fpb:a82612a764d85ca5
fpb:a83eddfd7fee767b,train,75,fpb:a83eddfd7fee767b
fpb:a84c53f3d0aaa01e,train,all,fpb:a84c53f3d0aaa01e
fpb:a85df17d4dee8d3e,train,all,fpb:a85df17d4dee8d3e
fpb:a8600fe01b8b2d9b,train,all,fpb:a8600fe01b8b2d9b
fpb:a865131ee6d552d3,train,75,fpb:a865131ee6d552d3
fpb:a873364262e4f4a5,train,66,fpb:a873364262e4f4a5
fpb:a8945184319cad9d,train,66,fpb:a8945184319cad9d
fpb:a8970df536ceafda,train,50,fpb:a8970df536ceafda
fpb:a8ab3f9108ebb8ae,test,all,fpb:a8ab3f9108ebb8ae
fpb:a8d2f1c2d4df3ead,train,all,fpb:a8d2f1c2d4df3ead
fpb:a8e8f17accafc5d7,train,75,fpb:a8e8f17accafc5d7
fpb:a901dc2e792a4e21,train,all,fpb:a901dc2e792a4e21
fpb:a91058a8f3b34b14,train,all,fpb:a91058a8f3b34b14
fpb:a928d7631e3604c6,train,all,fpb:a928d7631e3604c6
fpb:a945e7649b7c706d,train,66,fpb:a945e7649b7c706d
fpb:a95af565c1049df7,train,66,fpb:a95af565c1049df7
fpb:a963a59536ff935a,train,66,fpb:a963a59536ff935a
fpb:a965b01df778b8b1,train,all,fpb:a965b01df778b8b1
fpb:a965ff5e81874477,train,all,fpb:a965ff5e81874477
fpb:a9874993459aedd4,train,75,fpb:a9874993459aedd4
fpb:a9c0db0bcd7fa64d,train,75,fpb:a9c0db0bcd7fa64d
fpb:a9c1f8cfc2158f47,dev,all,fpb:a9c1f8cfc2158f47
fpb:a9cd72abc9076eb9,test,all,fpb:a9cd72abc9076eb9
fpb:a9d75ccca3b8500a,train,75,fpb:a9d75ccca3b8500a
fpb:a9fb5b0c41f164c0,train,all,fpb:a9fb5b0c41f164c0
fpb:aa125e615bffd2ad,train,all,fpb:aa125e615bffd2ad
fpb:aa23dc1e438cd3e3,test,75,fpb:aa23dc1e438cd3e3
fpb:aa35e79ab7e21cc3,test,all,fpb:aa35e79ab7e21cc3
fpb:aa451c7671563914,train,50,fpb:aa451c7671563914
fpb:aa4e901454c26ee7,train,all,fpb:aa4e901454c26ee7
fpb:aa57da1c99cfa726,train,all,fpb:aa57da1c99cfa726
fpb:aa59023c431debb3,train,all,fpb:aa59023c431debb3
fpb:aa641d47eef8d059,train,all,fpb:aa641d47eef8d059
fpb:aa752be850023ef3,test,75,fpb:aa752be850023ef3
fpb:aa76574172868665,train,all,fpb:aa76574172868665
fpb:aa87a7b57c924ac9,test,all,fpb:aa87a7b57c924ac9
fpb:aa88a76b323f7f3d,test,66,fpb:aa88a76b323f7f3d
fpb:aa89a4769063db1d,test,all,fpb:aa89a4769063db1d
fpb:aa8b99c7b28bb624,train,all,fpb:aa8b99c7b28bb624
fpb:aa8f037a2f1ce520,test,all,fpb:aa8f037a2f1ce520
fpb:aa971e66db6ed6bf,dev,all,fpb:aa971e66db6ed6bf
fpb:aab5bf04b8fd38ac,train,all,fpb:aab5bf04b8fd38ac
fpb:aab6572d824b9ae2,train,50,fpb:aab6572d824b9ae2
fpb:aabad5ff4565adfd,test,all,fpb:aabad5ff4565adfd
fpb:aad6501495deac5d,train,75,fpb:aad6501495deac5d
fpb:ab0a7432d450bd2f,train,all,fpb:ab0a7432d450bd2f
fpb:ab1c7b355be3cd38,train,75,fpb:ab1c7b355be3cd38
fpb:ab21fc37a5dafd48,train,75,fpb:ab21fc37a5dafd48
fpb:ab2a44ff0e4fe1ad,train,all,fpb:ab2a44ff0e4fe1ad
fpb:ab365b950ae61c96,train,75,fpb:ab365b950ae61c96
fpb:ab378d9f2f522bb6,test,75,fpb:ab378d9f2f522bb6
fpb:ab4ce78099f79d0e,train,all,fpb:ab4ce78099f79d0e
fpb:ab62f17f5d8f7398,train,all,fpb:ab62f17f5d8f7398
fpb:ab8aa0bcb10fd1e1,train,75,fpb:ab8aa0bcb10fd1e1
fpb:ab8e36af17f3f04c,train,75,fpb:ab8e36af17f3f04c
fpb:aba652775080c4c8,train,all,fpb:aba652775080c4c8
fpb:abb90a8e7a91e089,test,50,fpb:abb90a8e7a91e089
fpb:abd3ba98f122a8d4,train,75,fpb:abd3ba98f122a8d4
fpb:abdfb304882b19ad,train,all,fpb:abdfb304882b19ad
fpb:abe790761488c4b7,dev,all,fpb:abe790761488c4b7
fpb:abe7e01ed6657184,train,all,fpb:abe7e01ed6657184
fpb:abfc33325f650c4d,train,all,fpb:abfc33325f650c4d
fpb:ac03943fe283fe74,train,all,fpb:ac03943fe283fe74
fpb:ac039599203e8c4b,train,all,fpb:ac039599203e8c4b
fpb:ac14a41a336d7b2f,train,75,fpb:ac14a41a336d7b2f
fpb:ac21622e694e9ce7,train,all,fpb:ac21622e694e9ce7
fpb:ac26dc2c9a455cad,train,50,fpb:ac26dc2c9a455cad
fpb:ac654f434c2007a0,train,75,fpb:ac654f434c2007a0
fpb:ac671292d34d7aff,dev,75,fpb:ac671292d34d7aff
fpb:ac674cf3ae78a153,train,75,fpb:ac674cf3ae78a153
fpb:ac72c940b5ec2f2e,train,all,fpb:ac72c940b5ec2f2e
fpb:ac8438d75e1534a6,train,all,fpb:ac8438d75e1534a6
fpb:ac9f8d8147efaa5a,train,75,fpb:ac9f8d8147efaa5a
fpb:acab69b729797ba8,train,all,fpb:acab69b729797ba8
fpb:acb7e4a895554067,dev,all,fpb:acb7e4a895554067
fpb:acc4136e9ae881c4,train,50,fpb:acc4136e9ae881c4
fpb:acd277a6cc2b4a70,test,all,fpb:acd277a6cc2b4a70
fpb:acf3a374b20e9637,test,66,fpb:acf3a374b20e9637
fpb:acf69262e9b8831e,test,all,fpb:acf69262e9b8831e
fpb:ad05227e86760af8,train,all,fpb:ad05227e86760af8
fpb:ad0796d56e1d10e8,dev,66,fpb:ad0796d56e1d10e8
fpb:ad602be97373c643,train,all,fpb:ad602be97373c643
fpb:ad6309a78d5c37e9,test,75,fpb:ad6309a78d5c37e9
fpb:ad7d6a24d392c7e8,train,66,fpb:ad7d6a24d392c7e8
fpb:ad93b040094e8a09,train,75,fpb:ad93b040094e8a09
fpb:ad9c2fe5a01f407e,test,75,fpb:ad9c2fe5a01f407e
fpb:adaca03e78698fe9,test,50,fpb:adaca03e78698fe9
fpb:adae7db1238f0a1c,train,66,fpb:adae7db1238f0a1c
fpb:add8f0de76e705bc,train,all,fpb:add8f0de76e705bc
fpb:ade65d393ad2ecbf,train,all,fpb:ade65d393ad2ecbf
fpb:adf8b4f18166ff82,train,all,fpb:adf8b4f18166ff82
fpb:ae0078239c851475,train,all,fpb:ae0078239c851475
fpb:ae05aa3ed72b7683,dev,50,fpb:ae05aa3ed72b7683
fpb:ae09e7f28bfdb722,train,66,fpb:ae09e7f28bfdb722
fpb:ae2547be93d35516,train,all,fpb:ae2547be93d35516
fpb:ae2ede0e19459023,train,50,fpb:ae2ede0e19459023
fpb:ae47c0c51e3dbc09,train,66,fpb:ae47c0c51e3dbc09
fpb:ae4f8f6ebbada3f9,train,66,fpb:ae4f8f6ebbada3f9
fpb:ae54b356f478131d,train,75,fpb:ae54b356f478131d
fpb:ae6e589d2d40fee5,test,75,fpb:ae6e589d2d40fee5
fpb:ae702afcf0bb7246,train,all,fpb:ae702afcf0bb7246
fpb:ae70b619552ddc55,train,all,fpb:ae70b619552ddc55
fpb:ae85d0017d766419,train,75,fpb:ae85d0017d766419
fpb:ae9bc42237d86485,dev,50,fpb:ae9bc42237d86485
fpb:aeb47bdf6ecfb936,dev,50,fpb:aeb47bdf6ecfb936
fpb:aeb7086e0b498e3c,train,75,fpb:aeb7086e0b498e3c
fpb:aeb8682fcf1d8800,test,75,fpb:aeb8682fcf1d8800
fpb:aebb1738f56ebf41,train,all,fpb:aebb1738f56ebf41
fpb:aec486ff8a43cfd5,test,all,fpb:aec486ff8a43cfd5
fpb:af07823cba784e2c,train,all,fpb:af07823cba784e2c
fpb:af13de96dc943c8e,train,66,fpb:af13de96dc943c8e
fpb:af33519377e827e9,train,all,fpb:af33519377e827e9
fpb:af3964a90e148c72,test,66,fpb:af3964a90e148c72
fpb:af3e26d5ea1f773b,test,66,fpb:af3e26d5ea1f773b
fpb:af48a42536917f2f,train,all,fpb:af48a42536917f2f
fpb:af624422e6d3e933,train,50,fpb:af624422e6d3e933
fpb:af6d8dda9666bf98,train,66,fpb:af6d8dda9666bf98
fpb:af72546099669dd7,train,all,fpb:af72546099669dd7
fpb:af72d3cbcfc02453,train,75,fpb:af72d3cbcfc02453
fpb:af8530600ea235d2,train,66,fpb:af8530600ea235d2
fpb:af860121f5bf0418,train,50,fpb:af860121f5bf0418
fpb:af8721557a9a169f,test,75,fpb:af8721557a9a169f
fpb:afa9b5e4d9010352,test,all,fpb:afa9b5e4d9010352
fpb:afae18fc177d1f6b,train,75,fpb:afae18fc177d1f6b
fpb:afaf6f6e33b64ea1,dev,66,fpb:afaf6f6e33b64ea1
fpb:afb29b4e51324f28,test,all,fpb:afb29b4e51324f28
fpb:afcd33aa97f5968f,train,66,fpb:afcd33aa97f5968f
fpb:b010f7a17c2a602d,train,75,fpb:b010f7a17c2a602d
fpb:b015f2b4f401654e,train,75,fpb:b015f2b4f401654e
fpb:b01bf66eb850e8a3,test,66,fpb:b01bf66eb850e8a3
fpb:b01d8c8058ffe4df,train,all,fpb:b01d8c8058ffe4df
fpb:b04403db2f7974fe,train,50,fpb:b04403db2f7974fe
fpb:b0563e389d5fd718,train,75,fpb:b0563e389d5fd718
fpb:b0699fd9c5a696d0,train,75,fpb:b0699fd9c5a696d0
fpb:b0738d56de5650f7,test,all,fpb:b0738d56de5650f7
fpb:b0775527e05ebaf8,train,75,fpb:b0775527e05ebaf8
fpb:b0981709446b9afc,train,all,fpb:b0981709446b9afc
fpb:b0a06c5867ff76a0,train,66,fpb:b0a06c5867ff76a0
fpb:b0a3aa8d56863472,dev,all,fpb:b0a3aa8d56863472
fpb:b0c7c39ce96f5e96,train,all,fpb:b0c7c39ce96f5e96
fpb:b0e09e1022757077,train,75,fpb:b0e09e1022757077
fpb:b0fc86003f6f5bb0,train,all,fpb:b0fc86003f6f5bb0
fpb:b105ae7669ea401a,train,75,fpb:b105ae7669ea401a
fpb:b1063267294dc829,test,75,fpb:b1063267294dc829
fpb:b108c45860e03619,train,all,fpb:b108c45860e03619
fpb:b10ee5c3cbae3030,train,75,fpb:b10ee5c3cbae3030
fpb:b11995c7c292c6b3,train,all,fpb:b11995c7c292c6b3
fpb:b11aa935d0fba1fb,train,all,fpb:b11aa935d0fba1fb
fpb:b11d4fe5c0399ed0,train,all,fpb:b11d4fe5c0399ed0
fpb:b17c7ede9d3647ae,train,75,fpb:b17c7ede9d3647ae
fpb:b1842c69703754be,test,75,fpb:b1842c69703754be
fpb:b1916a2f785987e2,train,75,fpb:b1916a2f785987e2
fpb:b19228d9c2b7deb6,train,all,fpb:b19228d9c2b7deb6
fpb:b1957c79ebd534e2,dev,66,fpb:b1957c79ebd534e2
fpb:b198ff57a32f91d2,train,50,fpb:b198ff57a32f91d2
fpb:b1a727d99087e48f,train,66,fpb:b1a727d99087e48f
fpb:b1b6611725c24509,train,all,fpb:b1b6611725c24509
fpb:b1d8232b03023852,dev,all,fpb:b1d8232b03023852
fpb:b1dd99308b87766a,train,75,fpb:b1dd99308b87766a
fpb:b1f1f5d8a16a77bb,train,75,fpb:b1f1f5d8a16a77bb
fpb:b1fed32f7cb021e3,train,all,fpb:b1fed32f7cb021e3
fpb:b20d9c2257bd5b95,train,all,fpb:b20d9c2257bd5b95
fpb:b2184b523ddbba0b,train,all,fpb:b2184b523ddbba0b
fpb:b22cfb09e0178e37,train,all,fpb:b22cfb09e0178e37
fpb:b23b7c96f41b9d4b,train,75,fpb:8c565fbe38416873
fpb:b241cc984eca37a1,dev,75,fpb:b241cc984eca37a1
fpb:b271c2b6ca48ebda,test,50,fpb:b271c2b6ca48ebda
fpb:b27f17ef925a4d2c,train,75,fpb:b27f17ef925a4d2c
fpb:b28057955fbf2013,dev,75,fpb:b28057955fbf2013
fpb:b29e32091c9bb727,train,75,fpb:b29e32091c9bb727
fpb:b2c86e60bf3febfb,train,all,fpb:b2c86e60bf3febfb
fpb:b2e01389312370cf,dev,75,fpb:b2e01389312370cf
fpb:b2e72700cd7cc742,train,50,fpb:b2e72700cd7cc742
fpb:b2f68338d8758456,train,all,fpb:b2f68338d8758456
fpb:b2f8680f451c28cf,train,66,fpb:b2f8680f451c28cf
fpb:b300966cbfa80857,test,all,fpb:b300966cbfa80857
fpb:b30ecf57f7f870fd,dev,all,fpb:b30ecf57f7f870fd
fpb:b3140b5a95eed900,train,all,fpb:b3140b5a95eed900
fpb:b322111fe3386011,train,all,fpb:b322111fe3386011
fpb:b327a6780b7549f4,train,all,fpb:44a29a0905ec42a1
